"TIME","GEO","UNIT","SECTOR","TYPE","NA_ITEM","Value","Flag and Footnotes"
"2018","Cyprus","Million euro","General government","Recreation, culture and religion n.e.c.","Total general government expenditure","0.0",""
"2018","Cyprus","Percentage of total","General government","Recreation, culture and religion","Total general government expenditure","1.9",""
"2018","Cyprus","Percentage of total","General government","Recreational and sporting services","Total general government expenditure","0.7",""
"2018","Cyprus","Percentage of total","General government","Cultural services","Total general government expenditure","0.5",""
"2018","Cyprus","Percentage of total","General government","Broadcasting and publishing services","Total general government expenditure","0.4",""
"2018","Cyprus","Percentage of total","General government","Religious and other community services","Total general government expenditure","0.3",""
"2018","Cyprus","Percentage of total","General government","R&D Recreation, culture and religion","Total general government expenditure","0.0",""
"2018","Cyprus","Percentage of total","General government","Recreation, culture and religion n.e.c.","Total general government expenditure","0.0",""
"2018","Latvia","Million euro","General government","Recreation, culture and religion","Total general government expenditure","479.3",""
"2018","Latvia","Million euro","General government","Recreational and sporting services","Total general government expenditure","93.4",""
"2018","Latvia","Million euro","General government","Cultural services","Total general government expenditure","316.0",""
"2018","Latvia","Million euro","General government","Broadcasting and publishing services","Total general government expenditure","47.8",""
"2018","Latvia","Million euro","General government","Religious and other community services","Total general government expenditure","2.3",""
"2018","Latvia","Million euro","General government","R&D Recreation, culture and religion","Total general government expenditure","0.0",""
"2018","Latvia","Million euro","General government","Recreation, culture and religion n.e.c.","Total general government expenditure","19.8",""
"2018","Latvia","Percentage of total","General government","Recreation, culture and religion","Total general government expenditure","4.2",""
"2018","Latvia","Percentage of total","General government","Recreational and sporting services","Total general government expenditure","0.8",""
"2018","Latvia","Percentage of total","General government","Cultural services","Total general government expenditure","2.8",""
"2018","Latvia","Percentage of total","General government","Broadcasting and publishing services","Total general government expenditure","0.4",""
"2018","Latvia","Percentage of total","General government","Religious and other community services","Total general government expenditure","0.0",""
"2018","Latvia","Percentage of total","General government","R&D Recreation, culture and religion","Total general government expenditure","0.0",""
"2018","Latvia","Percentage of total","General government","Recreation, culture and religion n.e.c.","Total general government expenditure","0.2",""
"2018","Lithuania","Million euro","General government","Recreation, culture and religion","Total general government expenditure","499.9",""
"2018","Lithuania","Million euro","General government","Recreational and sporting services","Total general government expenditure","99.1",""
"2018","Lithuania","Million euro","General government","Cultural services","Total general government expenditure","320.2",""
"2018","Lithuania","Million euro","General government","Broadcasting and publishing services","Total general government expenditure","54.1",""
"2018","Lithuania","Million euro","General government","Religious and other community services","Total general government expenditure","10.1",""
"2018","Lithuania","Million euro","General government","R&D Recreation, culture and religion","Total general government expenditure",":","z"
"2018","Lithuania","Million euro","General government","Recreation, culture and religion n.e.c.","Total general government expenditure","16.4",""
"2018","Lithuania","Percentage of total","General government","Recreation, culture and religion","Total general government expenditure","3.2",""
"2018","Lithuania","Percentage of total","General government","Recreational and sporting services","Total general government expenditure","0.6",""
"2018","Lithuania","Percentage of total","General government","Cultural services","Total general government expenditure","2.1",""
"2018","Lithuania","Percentage of total","General government","Broadcasting and publishing services","Total general government expenditure","0.4",""
"2018","Lithuania","Percentage of total","General government","Religious and other community services","Total general government expenditure","0.1",""
"2018","Lithuania","Percentage of total","General government","R&D Recreation, culture and religion","Total general government expenditure",":","z"
"2018","Lithuania","Percentage of total","General government","Recreation, culture and religion n.e.c.","Total general government expenditure","0.1",""
"2018","Luxembourg","Million euro","General government","Recreation, culture and religion","Total general government expenditure","757.7",""
"2018","Luxembourg","Million euro","General government","Recreational and sporting services","Total general government expenditure","311.4",""
"2018","Luxembourg","Million euro","General government","Cultural services","Total general government expenditure","324.9",""
"2018","Luxembourg","Million euro","General government","Broadcasting and publishing services","Total general government expenditure","55.4",""
"2018","Luxembourg","Million euro","General government","Religious and other community services","Total general government expenditure","58.5",""
"2018","Luxembourg","Million euro","General government","R&D Recreation, culture and religion","Total general government expenditure","0.6",""
"2018","Luxembourg","Million euro","General government","Recreation, culture and religion n.e.c.","Total general government expenditure","6.8",""
"2018","Luxembourg","Percentage of total","General government","Recreation, culture and religion","Total general government expenditure","3.0",""
"2018","Luxembourg","Percentage of total","General government","Recreational and sporting services","Total general government expenditure","1.2",""
"2018","Luxembourg","Percentage of total","General government","Cultural services","Total general government expenditure","1.3",""
"2018","Luxembourg","Percentage of total","General government","Broadcasting and publishing services","Total general government expenditure","0.2",""
"2018","Luxembourg","Percentage of total","General government","Religious and other community services","Total general government expenditure","0.2",""
"2018","Luxembourg","Percentage of total","General government","R&D Recreation, culture and religion","Total general government expenditure","0.0",""
"2018","Luxembourg","Percentage of total","General government","Recreation, culture and religion n.e.c.","Total general government expenditure","0.0",""
"2018","Hungary","Million euro","General government","Recreation, culture and religion","Total general government expenditure","4,258.7",""
"2018","Hungary","Million euro","General government","Recreational and sporting services","Total general government expenditure","1,328.8",""
"2018","Hungary","Million euro","General government","Cultural services","Total general government expenditure","1,707.9",""
"2018","Hungary","Million euro","General government","Broadcasting and publishing services","Total general government expenditure","464.8",""
"2018","Hungary","Million euro","General government","Religious and other community services","Total general government expenditure","568.9",""
"2018","Hungary","Million euro","General government","R&D Recreation, culture and religion","Total general government expenditure","1.3",""
"2018","Hungary","Million euro","General government","Recreation, culture and religion n.e.c.","Total general government expenditure","187.0",""
"2018","Hungary","Percentage of total","General government","Recreation, culture and religion","Total general government expenditure","6.8",""
"2018","Hungary","Percentage of total","General government","Recreational and sporting services","Total general government expenditure","2.1",""
"2018","Hungary","Percentage of total","General government","Cultural services","Total general government expenditure","2.7",""
"2018","Hungary","Percentage of total","General government","Broadcasting and publishing services","Total general government expenditure","0.7",""
"2018","Hungary","Percentage of total","General government","Religious and other community services","Total general government expenditure","0.9",""
"2018","Hungary","Percentage of total","General government","R&D Recreation, culture and religion","Total general government expenditure","0.0",""
"2018","Hungary","Percentage of total","General government","Recreation, culture and religion n.e.c.","Total general government expenditure","0.3",""
"2018","Malta","Million euro","General government","Recreation, culture and religion","Total general government expenditure","147.2",""
"2018","Malta","Million euro","General government","Recreational and sporting services","Total general government expenditure","29.4",""
"2018","Malta","Million euro","General government","Cultural services","Total general government expenditure","96.5",""
"2018","Malta","Million euro","General government","Broadcasting and publishing services","Total general government expenditure","7.4",""
"2018","Malta","Million euro","General government","Religious and other community services","Total general government expenditure","1.6",""
"2018","Malta","Million euro","General government","R&D Recreation, culture and religion","Total general government expenditure","0.1",""
"2018","Malta","Million euro","General government","Recreation, culture and religion n.e.c.","Total general government expenditure","12.1",""
"2018","Malta","Percentage of total","General government","Recreation, culture and religion","Total general government expenditure","3.2",""
"2018","Malta","Percentage of total","General government","Recreational and sporting services","Total general government expenditure","0.6",""
"2018","Malta","Percentage of total","General government","Cultural services","Total general government expenditure","2.1",""
"2018","Malta","Percentage of total","General government","Broadcasting and publishing services","Total general government expenditure","0.2",""
"2018","Malta","Percentage of total","General government","Religious and other community services","Total general government expenditure","0.0",""
"2018","Malta","Percentage of total","General government","R&D Recreation, culture and religion","Total general government expenditure","0.0",""
"2018","Malta","Percentage of total","General government","Recreation, culture and religion n.e.c.","Total general government expenditure","0.3",""
"2018","Netherlands","Million euro","General government","Recreation, culture and religion","Total general government expenditure","9,283.0",""
"2018","Netherlands","Million euro","General government","Recreational and sporting services","Total general government expenditure","3,553.0",""
"2018","Netherlands","Million euro","General government","Cultural services","Total general government expenditure","3,475.0",""
"2018","Netherlands","Million euro","General government","Broadcasting and publishing services","Total general government expenditure","1,289.0",""
"2018","Netherlands","Million euro","General government","Religious and other community services","Total general government expenditure","546.0",""
"2018","Netherlands","Million euro","General government","R&D Recreation, culture and religion","Total general government expenditure","248.0",""
"2018","Netherlands","Million euro","General government","Recreation, culture and religion n.e.c.","Total general government expenditure","172.0",""
"2018","Netherlands","Percentage of total","General government","Recreation, culture and religion","Total general government expenditure","2.8",""
"2018","Netherlands","Percentage of total","General government","Recreational and sporting services","Total general government expenditure","1.1",""
"2018","Netherlands","Percentage of total","General government","Cultural services","Total general government expenditure","1.1",""
"2018","Netherlands","Percentage of total","General government","Broadcasting and publishing services","Total general government expenditure","0.4",""
"2018","Netherlands","Percentage of total","General government","Religious and other community services","Total general government expenditure","0.2",""
"2018","Netherlands","Percentage of total","General government","R&D Recreation, culture and religion","Total general government expenditure","0.1",""
"2018","Netherlands","Percentage of total","General government","Recreation, culture and religion n.e.c.","Total general government expenditure","0.1",""
"2018","Austria","Million euro","General government","Recreation, culture and religion","Total general government expenditure","4,473.8",""
"2018","Austria","Million euro","General government","Recreational and sporting services","Total general government expenditure","1,077.8",""
"2018","Austria","Million euro","General government","Cultural services","Total general government expenditure","2,010.4",""
"2018","Austria","Million euro","General government","Broadcasting and publishing services","Total general government expenditure","1,105.6",""
"2018","Austria","Million euro","General government","Religious and other community services","Total general government expenditure","177.9",""
"2018","Austria","Million euro","General government","R&D Recreation, culture and religion","Total general government expenditure","85.4",""
"2018","Austria","Million euro","General government","Recreation, culture and religion n.e.c.","Total general government expenditure","16.7",""
"2018","Austria","Percentage of total","General government","Recreation, culture and religion","Total general government expenditure","2.4",""
"2018","Austria","Percentage of total","General government","Recreational and sporting services","Total general government expenditure","0.6",""
"2018","Austria","Percentage of total","General government","Cultural services","Total general government expenditure","1.1",""
"2018","Austria","Percentage of total","General government","Broadcasting and publishing services","Total general government expenditure","0.6",""
"2018","Austria","Percentage of total","General government","Religious and other community services","Total general government expenditure","0.1",""
"2018","Austria","Percentage of total","General government","R&D Recreation, culture and religion","Total general government expenditure","0.0",""
"2018","Austria","Percentage of total","General government","Recreation, culture and religion n.e.c.","Total general government expenditure","0.0",""
"2018","Poland","Million euro","General government","Recreation, culture and religion","Total general government expenditure","6,647.3",""
"2018","Poland","Million euro","General government","Recreational and sporting services","Total general government expenditure","2,250.1",""
"2018","Poland","Million euro","General government","Cultural services","Total general government expenditure","3,874.9",""
"2018","Poland","Million euro","General government","Broadcasting and publishing services","Total general government expenditure","237.8",""
"2018","Poland","Million euro","General government","Religious and other community services","Total general government expenditure","135.9",""
"2018","Poland","Million euro","General government","R&D Recreation, culture and religion","Total general government expenditure","79.5",""
"2018","Poland","Million euro","General government","Recreation, culture and religion n.e.c.","Total general government expenditure","69.0",""
"2018","Poland","Percentage of total","General government","Recreation, culture and religion","Total general government expenditure","3.2",""
"2018","Poland","Percentage of total","General government","Recreational and sporting services","Total general government expenditure","1.1",""
"2018","Poland","Percentage of total","General government","Cultural services","Total general government expenditure","1.9",""
"2018","Poland","Percentage of total","General government","Broadcasting and publishing services","Total general government expenditure","0.1",""
"2018","Poland","Percentage of total","General government","Religious and other community services","Total general government expenditure","0.1",""
"2018","Poland","Percentage of total","General government","R&D Recreation, culture and religion","Total general government expenditure","0.0",""
"2018","Poland","Percentage of total","General government","Recreation, culture and religion n.e.c.","Total general government expenditure","0.0",""
"2018","Portugal","Million euro","General government","Recreation, culture and religion","Total general government expenditure","1,771.7",""
"2018","Portugal","Million euro","General government","Recreational and sporting services","Total general government expenditure","637.3",""
"2018","Portugal","Million euro","General government","Cultural services","Total general government expenditure","522.8",""
"2018","Portugal","Million euro","General government","Broadcasting and publishing services","Total general government expenditure","249.7",""
"2018","Portugal","Million euro","General government","Religious and other community services","Total general government expenditure","41.2",""
"2018","Portugal","Million euro","General government","R&D Recreation, culture and religion","Total general government expenditure","188.8",""
"2018","Portugal","Million euro","General government","Recreation, culture and religion n.e.c.","Total general government expenditure","131.9",""
"2018","Portugal","Percentage of total","General government","Recreation, culture and religion","Total general government expenditure","2.0",""
"2018","Portugal","Percentage of total","General government","Recreational and sporting services","Total general government expenditure","0.7",""
"2018","Portugal","Percentage of total","General government","Cultural services","Total general government expenditure","0.6",""
"2018","Portugal","Percentage of total","General government","Broadcasting and publishing services","Total general government expenditure","0.3",""
"2018","Portugal","Percentage of total","General government","Religious and other community services","Total general government expenditure","0.0",""
"2018","Portugal","Percentage of total","General government","R&D Recreation, culture and religion","Total general government expenditure","0.2",""
"2018","Portugal","Percentage of total","General government","Recreation, culture and religion n.e.c.","Total general government expenditure","0.1",""
"2018","Romania","Million euro","General government","Recreation, culture and religion","Total general government expenditure","2,076.6",""
"2018","Romania","Million euro","General government","Recreational and sporting services","Total general government expenditure","584.2",""
"2018","Romania","Million euro","General government","Cultural services","Total general government expenditure","739.4",""
"2018","Romania","Million euro","General government","Broadcasting and publishing services","Total general government expenditure","182.0",""
"2018","Romania","Million euro","General government","Religious and other community services","Total general government expenditure","157.7",""
"2018","Romania","Million euro","General government","R&D Recreation, culture and religion","Total general government expenditure","0.0",""
"2018","Romania","Million euro","General government","Recreation, culture and religion n.e.c.","Total general government expenditure","413.2",""
"2018","Romania","Percentage of total","General government","Recreation, culture and religion","Total general government expenditure","2.9",""
"2018","Romania","Percentage of total","General government","Recreational and sporting services","Total general government expenditure","0.8",""
"2018","Romania","Percentage of total","General government","Cultural services","Total general government expenditure","1.0",""
"2018","Romania","Percentage of total","General government","Broadcasting and publishing services","Total general government expenditure","0.3",""
"2018","Romania","Percentage of total","General government","Religious and other community services","Total general government expenditure","0.2",""
"2018","Romania","Percentage of total","General government","R&D Recreation, culture and religion","Total general government expenditure","0.0",""
"2018","Romania","Percentage of total","General government","Recreation, culture and religion n.e.c.","Total general government expenditure","0.6",""
"2018","Slovenia","Million euro","General government","Recreation, culture and religion","Total general government expenditure","639.3",""
"2018","Slovenia","Million euro","General government","Recreational and sporting services","Total general government expenditure","146.5",""
"2018","Slovenia","Million euro","General government","Cultural services","Total general government expenditure","297.2",""
"2018","Slovenia","Million euro","General government","Broadcasting and publishing services","Total general government expenditure","132.1",""
"2018","Slovenia","Million euro","General government","Religious and other community services","Total general government expenditure","35.3",""
"2018","Slovenia","Million euro","General government","R&D Recreation, culture and religion","Total general government expenditure","1.5",""
"2018","Slovenia","Million euro","General government","Recreation, culture and religion n.e.c.","Total general government expenditure","26.7",""
"2018","Slovenia","Percentage of total","General government","Recreation, culture and religion","Total general government expenditure","3.2",""
"2018","Slovenia","Percentage of total","General government","Recreational and sporting services","Total general government expenditure","0.7",""
"2018","Slovenia","Percentage of total","General government","Cultural services","Total general government expenditure","1.5",""
"2018","Slovenia","Percentage of total","General government","Broadcasting and publishing services","Total general government expenditure","0.7",""
"2018","Slovenia","Percentage of total","General government","Religious and other community services","Total general government expenditure","0.2",""
"2018","Slovenia","Percentage of total","General government","R&D Recreation, culture and religion","Total general government expenditure","0.0",""
"2018","Slovenia","Percentage of total","General government","Recreation, culture and religion n.e.c.","Total general government expenditure","0.1",""
"2018","Slovakia","Million euro","General government","Recreation, culture and religion","Total general government expenditure","949.5",""
"2018","Slovakia","Million euro","General government","Recreational and sporting services","Total general government expenditure","170.6","p"
"2018","Slovakia","Million euro","General government","Cultural services","Total general government expenditure","522.4","p"
"2018","Slovakia","Million euro","General government","Broadcasting and publishing services","Total general government expenditure","167.3","p"
"2018","Slovakia","Million euro","General government","Religious and other community services","Total general government expenditure","57.9","p"
"2018","Slovakia","Million euro","General government","R&D Recreation, culture and religion","Total general government expenditure","4.5","p"
"2018","Slovakia","Million euro","General government","Recreation, culture and religion n.e.c.","Total general government expenditure","26.8","p"
"2018","Slovakia","Percentage of total","General government","Recreation, culture and religion","Total general government expenditure","2.5",""
"2018","Slovakia","Percentage of total","General government","Recreational and sporting services","Total general government expenditure","0.5","p"
"2018","Slovakia","Percentage of total","General government","Cultural services","Total general government expenditure","1.4","p"
"2018","Slovakia","Percentage of total","General government","Broadcasting and publishing services","Total general government expenditure","0.4","p"
"2018","Slovakia","Percentage of total","General government","Religious and other community services","Total general government expenditure","0.2","p"
"2018","Slovakia","Percentage of total","General government","R&D Recreation, culture and religion","Total general government expenditure","0.0","p"
"2018","Slovakia","Percentage of total","General government","Recreation, culture and religion n.e.c.","Total general government expenditure","0.1","p"
"2018","Finland","Million euro","General government","Recreation, culture and religion","Total general government expenditure","3,522.0",""
"2018","Finland","Million euro","General government","Recreational and sporting services","Total general government expenditure","1,331.0",""
"2018","Finland","Million euro","General government","Cultural services","Total general government expenditure","1,166.0",""
"2018","Finland","Million euro","General government","Broadcasting and publishing services","Total general government expenditure","627.0",""
"2018","Finland","Million euro","General government","Religious and other community services","Total general government expenditure","393.0",""
"2018","Finland","Million euro","General government","R&D Recreation, culture and religion","Total general government expenditure","5.0",""
"2018","Finland","Million euro","General government","Recreation, culture and religion n.e.c.","Total general government expenditure","0.0",""
"2018","Finland","Percentage of total","General government","Recreation, culture and religion","Total general government expenditure","2.8",""
"2018","Finland","Percentage of total","General government","Recreational and sporting services","Total general government expenditure","1.1",""
"2018","Finland","Percentage of total","General government","Cultural services","Total general government expenditure","0.9",""
"2018","Finland","Percentage of total","General government","Broadcasting and publishing services","Total general government expenditure","0.5",""
"2018","Finland","Percentage of total","General government","Religious and other community services","Total general government expenditure","0.3",""
"2018","Finland","Percentage of total","General government","R&D Recreation, culture and religion","Total general government expenditure","0.0",""
"2018","Finland","Percentage of total","General government","Recreation, culture and religion n.e.c.","Total general government expenditure","0.0",""
"2018","Sweden","Million euro","General government","Recreation, culture and religion","Total general government expenditure","5,926.6",""
"2018","Sweden","Million euro","General government","Recreational and sporting services","Total general government expenditure","2,588.6",""
"2018","Sweden","Million euro","General government","Cultural services","Total general government expenditure","2,392.8",""
"2018","Sweden","Million euro","General government","Broadcasting and publishing services","Total general government expenditure","880.5",""
"2018","Sweden","Million euro","General government","Religious and other community services","Total general government expenditure","9.5",""
"2018","Sweden","Million euro","General government","R&D Recreation, culture and religion","Total general government expenditure","30.0",""
"2018","Sweden","Million euro","General government","Recreation, culture and religion n.e.c.","Total general government expenditure","25.2",""
"2018","Sweden","Percentage of total","General government","Recreation, culture and religion","Total general government expenditure","2.5",""
"2018","Sweden","Percentage of total","General government","Recreational and sporting services","Total general government expenditure","1.1",""
"2018","Sweden","Percentage of total","General government","Cultural services","Total general government expenditure","1.0",""
"2018","Sweden","Percentage of total","General government","Broadcasting and publishing services","Total general government expenditure","0.4",""
"2018","Sweden","Percentage of total","General government","Religious and other community services","Total general government expenditure","0.0",""
"2018","Sweden","Percentage of total","General government","R&D Recreation, culture and religion","Total general government expenditure","0.0",""
"2018","Sweden","Percentage of total","General government","Recreation, culture and religion n.e.c.","Total general government expenditure","0.0",""
"2018","Iceland","Million euro","General government","Recreation, culture and religion","Total general government expenditure","682.3",""
"2018","Iceland","Million euro","General government","Recreational and sporting services","Total general government expenditure","327.1",""
"2018","Iceland","Million euro","General government","Cultural services","Total general government expenditure","235.2",""
"2018","Iceland","Million euro","General government","Broadcasting and publishing services","Total general government expenditure","50.3",""
"2018","Iceland","Million euro","General government","Religious and other community services","Total general government expenditure","63.9",""
"2018","Iceland","Million euro","General government","R&D Recreation, culture and religion","Total general government expenditure","5.7",""
"2018","Iceland","Million euro","General government","Recreation, culture and religion n.e.c.","Total general government expenditure","0.1",""
"2018","Iceland","Percentage of total","General government","Recreation, culture and religion","Total general government expenditure","7.0",""
"2018","Iceland","Percentage of total","General government","Recreational and sporting services","Total general government expenditure","3.3",""
"2018","Iceland","Percentage of total","General government","Cultural services","Total general government expenditure","2.4",""
"2018","Iceland","Percentage of total","General government","Broadcasting and publishing services","Total general government expenditure","0.5",""
"2018","Iceland","Percentage of total","General government","Religious and other community services","Total general government expenditure","0.7",""
"2018","Iceland","Percentage of total","General government","R&D Recreation, culture and religion","Total general government expenditure","0.1",""
"2018","Iceland","Percentage of total","General government","Recreation, culture and religion n.e.c.","Total general government expenditure","0.0",""
"2018","Norway","Million euro","General government","Recreation, culture and religion","Total general government expenditure","6,301.7",""
"2018","Norway","Million euro","General government","Recreational and sporting services","Total general government expenditure","1,631.0",""
"2018","Norway","Million euro","General government","Cultural services","Total general government expenditure","2,355.5",""
"2018","Norway","Million euro","General government","Broadcasting and publishing services","Total general government expenditure","542.5",""
"2018","Norway","Million euro","General government","Religious and other community services","Total general government expenditure","1,047.8",""
"2018","Norway","Million euro","General government","R&D Recreation, culture and religion","Total general government expenditure","440.5",""
"2018","Norway","Million euro","General government","Recreation, culture and religion n.e.c.","Total general government expenditure","284.3",""
"2018","Norway","Percentage of total","General government","Recreation, culture and religion","Total general government expenditure","3.5",""
"2018","Norway","Percentage of total","General government","Recreational and sporting services","Total general government expenditure","0.9",""
"2018","Norway","Percentage of total","General government","Cultural services","Total general government expenditure","1.3",""
"2018","Norway","Percentage of total","General government","Broadcasting and publishing services","Total general government expenditure","0.3",""
"2018","Norway","Percentage of total","General government","Religious and other community services","Total general government expenditure","0.6",""
"2018","Norway","Percentage of total","General government","R&D Recreation, culture and religion","Total general government expenditure","0.2",""
"2018","Norway","Percentage of total","General government","Recreation, culture and religion n.e.c.","Total general government expenditure","0.2",""
"2018","Switzerland","Million euro","General government","Recreation, culture and religion","Total general government expenditure","6,177.6",""
"2018","Switzerland","Million euro","General government","Recreational and sporting services","Total general government expenditure","2,172.0",""
"2018","Switzerland","Million euro","General government","Cultural services","Total general government expenditure","2,440.8",""
"2018","Switzerland","Million euro","General government","Broadcasting and publishing services","Total general government expenditure","1,295.2",""
"2018","Switzerland","Million euro","General government","Religious and other community services","Total general government expenditure","264.3",""
"2018","Switzerland","Million euro","General government","R&D Recreation, culture and religion","Total general government expenditure","5.2",""
"2018","Switzerland","Million euro","General government","Recreation, culture and religion n.e.c.","Total general government expenditure","0.0",""
"2018","Switzerland","Percentage of total","General government","Recreation, culture and religion","Total general government expenditure","3.0",""
"2018","Switzerland","Percentage of total","General government","Recreational and sporting services","Total general government expenditure","1.1",""
"2018","Switzerland","Percentage of total","General government","Cultural services","Total general government expenditure","1.2",""
"2018","Switzerland","Percentage of total","General government","Broadcasting and publishing services","Total general government expenditure","0.6",""
"2018","Switzerland","Percentage of total","General government","Religious and other community services","Total general government expenditure","0.1",""
"2018","Switzerland","Percentage of total","General government","R&D Recreation, culture and religion","Total general government expenditure","0.0",""
"2018","Switzerland","Percentage of total","General government","Recreation, culture and religion n.e.c.","Total general government expenditure","0.0",""
"2018","United Kingdom of Great Britain and Northern Ireland","Million euro","General government","Recreation, culture and religion","Total general government expenditure","14,688.4",""
"2018","United Kingdom of Great Britain and Northern Ireland","Million euro","General government","Recreational and sporting services","Total general government expenditure","4,203.6",""
"2018","United Kingdom of Great Britain and Northern Ireland","Million euro","General government","Cultural services","Total general government expenditure","5,690.0",""
"2018","United Kingdom of Great Britain and Northern Ireland","Million euro","General government","Broadcasting and publishing services","Total general government expenditure","5,295.5",""
"2018","United Kingdom of Great Britain and Northern Ireland","Million euro","General government","Religious and other community services","Total general government expenditure","141.3",""
"2018","United Kingdom of Great Britain and Northern Ireland","Million euro","General government","R&D Recreation, culture and religion","Total general government expenditure","169.5",""
"2018","United Kingdom of Great Britain and Northern Ireland","Million euro","General government","Recreation, culture and religion n.e.c.","Total general government expenditure","-811.6",""
"2018","United Kingdom of Great Britain and Northern Ireland","Percentage of total","General government","Recreation, culture and religion","Total general government expenditure","1.5",""
"2018","United Kingdom of Great Britain and Northern Ireland","Percentage of total","General government","Recreational and sporting services","Total general government expenditure","0.4",""
"2018","United Kingdom of Great Britain and Northern Ireland","Percentage of total","General government","Cultural services","Total general government expenditure","0.6",""
"2018","United Kingdom of Great Britain and Northern Ireland","Percentage of total","General government","Broadcasting and publishing services","Total general government expenditure","0.5",""
"2018","United Kingdom of Great Britain and Northern Ireland","Percentage of total","General government","Religious and other community services","Total general government expenditure","0.0",""
"2018","United Kingdom of Great Britain and Northern Ireland","Percentage of total","General government","R&D Recreation, culture and religion","Total general government expenditure","0.0",""
"2018","United Kingdom of Great Britain and Northern Ireland","Percentage of total","General government","Recreation, culture and religion n.e.c.","Total general government expenditure","-0.1",""
"2019","European Union - 28 countries (2013-2020)","Million euro","General government","Recreation, culture and religion","Total general government expenditure","176,424.5",""
"2019","European Union - 28 countries (2013-2020)","Million euro","General government","Recreational and sporting services","Total general government expenditure","57,500.4",""
"2019","European Union - 28 countries (2013-2020)","Million euro","General government","Cultural services","Total general government expenditure","72,865.0",""
"2019","European Union - 28 countries (2013-2020)","Million euro","General government","Broadcasting and publishing services","Total general government expenditure","33,143.6",""
"2019","European Union - 28 countries (2013-2020)","Million euro","General government","Religious and other community services","Total general government expenditure","7,546.6",""
"2019","European Union - 28 countries (2013-2020)","Million euro","General government","R&D Recreation, culture and religion","Total general government expenditure","3,038.7",""
"2019","European Union - 28 countries (2013-2020)","Million euro","General government","Recreation, culture and religion n.e.c.","Total general government expenditure","2,329.4",""
"2019","European Union - 28 countries (2013-2020)","Percentage of total","General government","Recreation, culture and religion","Total general government expenditure","2.3",""
"2019","European Union - 28 countries (2013-2020)","Percentage of total","General government","Recreational and sporting services","Total general government expenditure","0.8",""
"2019","European Union - 28 countries (2013-2020)","Percentage of total","General government","Cultural services","Total general government expenditure","1.0",""
"2019","European Union - 28 countries (2013-2020)","Percentage of total","General government","Broadcasting and publishing services","Total general government expenditure","0.4",""
"2019","European Union - 28 countries (2013-2020)","Percentage of total","General government","Religious and other community services","Total general government expenditure","0.1",""
"2019","European Union - 28 countries (2013-2020)","Percentage of total","General government","R&D Recreation, culture and religion","Total general government expenditure","0.0",""
"2019","European Union - 28 countries (2013-2020)","Percentage of total","General government","Recreation, culture and religion n.e.c.","Total general government expenditure","0.0",""
"2019","Belgium","Million euro","General government","Recreation, culture and religion","Total general government expenditure","5,974.5",""
"2019","Belgium","Million euro","General government","Recreational and sporting services","Total general government expenditure","1,915.9",""
"2019","Belgium","Million euro","General government","Cultural services","Total general government expenditure","2,408.9",""
"2019","Belgium","Million euro","General government","Broadcasting and publishing services","Total general government expenditure","927.2",""
"2019","Belgium","Million euro","General government","Religious and other community services","Total general government expenditure","412.7",""
"2019","Belgium","Million euro","General government","R&D Recreation, culture and religion","Total general government expenditure","69.1",""
"2019","Belgium","Million euro","General government","Recreation, culture and religion n.e.c.","Total general government expenditure","240.8",""
"2019","Belgium","Percentage of total","General government","Recreation, culture and religion","Total general government expenditure","2.4",""
"2019","Belgium","Percentage of total","General government","Recreational and sporting services","Total general government expenditure","0.8",""
"2019","Belgium","Percentage of total","General government","Cultural services","Total general government expenditure","1.0",""
"2019","Belgium","Percentage of total","General government","Broadcasting and publishing services","Total general government expenditure","0.4",""
"2019","Belgium","Percentage of total","General government","Religious and other community services","Total general government expenditure","0.2",""
"2019","Belgium","Percentage of total","General government","R&D Recreation, culture and religion","Total general government expenditure","0.0",""
"2019","Belgium","Percentage of total","General government","Recreation, culture and religion n.e.c.","Total general government expenditure","0.1",""
"2019","Bulgaria","Million euro","General government","Recreation, culture and religion","Total general government expenditure","434.6",""
"2019","Bulgaria","Million euro","General government","Recreational and sporting services","Total general government expenditure","83.4",""
"2019","Bulgaria","Million euro","General government","Cultural services","Total general government expenditure","266.6",""
"2019","Bulgaria","Million euro","General government","Broadcasting and publishing services","Total general government expenditure","68.3",""
"2019","Bulgaria","Million euro","General government","Religious and other community services","Total general government expenditure","16.3",""
"2019","Bulgaria","Million euro","General government","R&D Recreation, culture and religion","Total general government expenditure",":","z"
"2019","Bulgaria","Million euro","General government","Recreation, culture and religion n.e.c.","Total general government expenditure",":","z"
"2019","Bulgaria","Percentage of total","General government","Recreation, culture and religion","Total general government expenditure","2.0",""
"2019","Bulgaria","Percentage of total","General government","Recreational and sporting services","Total general government expenditure","0.4",""
"2019","Bulgaria","Percentage of total","General government","Cultural services","Total general government expenditure","1.2",""
"2019","Bulgaria","Percentage of total","General government","Broadcasting and publishing services","Total general government expenditure","0.3",""
"2019","Bulgaria","Percentage of total","General government","Religious and other community services","Total general government expenditure","0.1",""
"2019","Bulgaria","Percentage of total","General government","R&D Recreation, culture and religion","Total general government expenditure",":","z"
"2019","Bulgaria","Percentage of total","General government","Recreation, culture and religion n.e.c.","Total general government expenditure",":",""
"2019","Czechia","Million euro","General government","Recreation, culture and religion","Total general government expenditure","3,214.6",""
